OBJECTID,SN_ID,WBenUse
1144,05-1368,StockWatering
1145,05-1368,Agricultural
1146,05-1369,Agricultural
1147,05-137,Domestic
1148,05-1370,StockWatering
1149,05-1370,Agricultural
1150,05-1370,Domestic
1151,05-1371,Agricultural
1152,05-1372,Agricultural
1153,05-1373,Agricultural
1154,05-1374,Agricultural
1155,05-1375,Agricultural
1156,05-1375,Domestic
1157,05-1376,StockWatering
1158,05-1376,Domestic
1159,05-1376,Agricultural
1160,05-1377,Domestic
1161,05-1378,Agricultural
1162,05-1378,Domestic
1163,05-1378,StockWatering
1164,05-1379,Other
1165,05-138,StockWatering
1166,05-1380,Agricultural
1167,05-1380,Domestic
1168,05-1380,StockWatering
1169,05-1381,Other
1170,05-1382,StockWatering
1171,05-1383,StockWatering
1172,05-1383,Agricultural
1173,05-1383,Domestic
1174,05-1384,Domestic
1175,05-1384,StockWatering
1176,05-1384,Agricultural
1177,05-1385,Other
1178,05-1386,Agricultural
1179,05-1387,Domestic
1180,05-1388,Agricultural
1181,05-1389,Agricultural
1182,05-139,Other
1183,05-1390,Agricultural
1184,05-1390,Domestic
1185,05-1391,StockWatering
1186,05-1391,Agricultural
1187,05-1392,Domestic
1188,05-1392,Agricultural
1189,05-1393,Agricultural
1190,05-1393,Domestic
1191,05-1394,StockWatering
1192,05-1395,Domestic
1193,05-1395,Agricultural
1194,05-1396,StockWatering
1195,05-1396,Agricultural
1196,05-1396,Domestic
1197,05-1397,Agricultural
1198,05-1397,StockWatering
1199,05-1398,Domestic
1200,05-1398,StockWatering
1201,05-1398,Agricultural
1202,05-1399,Agricultural
1203,05-140,StockWatering
1204,05-1400,Domestic
1205,05-1400,StockWatering
1206,05-1400,Agricultural
1207,05-1401,Domestic
1208,05-1401,Agricultural
1209,05-1402,Domestic
1210,05-1402,Agricultural
1211,05-1403,Domestic
1212,05-1403,Agricultural
1213,05-1403,StockWatering
1214,05-1404,Other
1215,05-1405,StockWatering
1216,05-1405,Domestic
1217,05-1405,Agricultural
1218,05-1406,Domestic
1219,05-1406,Agricultural
1220,05-1407,Other
1221,05-1408,Domestic
1222,05-1408,Agricultural
1223,05-1409,Domestic
1224,05-1409,Agricultural
1225,05-141,Domestic
1226,05-1410,Agricultural
1227,05-1410,Domestic
1228,05-1410,StockWatering
1229,05-1411,StockWatering
1230,05-1411,Agricultural
1231,05-1411,Domestic
1232,05-1412,Domestic
1233,05-1412,Agricultural
1234,05-1413,Domestic
1235,05-1413,Agricultural
1236,05-1413,StockWatering
1237,05-1414,Mining
1238,05-1414,Domestic
1239,05-1415,Agricultural
1240,05-1415,StockWatering
1241,05-1416,Agricultural
1242,05-1417,Domestic
1243,05-1418,Domestic
1244,05-1418,Other
1245,05-1419,Domestic
1246,05-1419,Agricultural
1247,05-1419,StockWatering
1248,05-142,Domestic
1249,05-142,Agricultural
1250,05-1420,Domestic
1251,05-1420,Other
1252,05-1421,Domestic
1253,05-1421,Other
1254,05-1422,Agricultural
1255,05-1422,Domestic
1256,05-1423,Domestic
1257,05-1424,Agricultural
1258,05-1424,Domestic
1259,05-1425,Agricultural
1260,05-1425,Domestic
1261,05-1426,Agricultural
1262,05-1427,StockWatering
1263,05-1427,Agricultural
1264,05-1427,Domestic
1265,05-1428,Agricultural
1266,05-1428,Other
1267,05-1428,Domestic
1268,05-1429,Agricultural
1269,05-1429,Other
1270,05-1429,Domestic
1271,05-143,Agricultural
1272,05-143,Other
1273,05-143,StockWatering
1274,05-143,Domestic
1275,05-1430,Agricultural
1276,05-1431,Other
1277,05-1432,Other
1278,05-1433,Domestic
1279,05-1433,StockWatering
1280,05-1434,Domestic
1281,05-1434,Agricultural
1282,05-1434,StockWatering
1283,05-1435,Other
1284,05-1436,StockWatering
1285,05-1436,Agricultural
1286,05-1436,Domestic
1287,05-1437,Agricultural
1288,05-1438,Domestic
1289,05-1438,Agricultural
1290,05-1438,StockWatering
1291,05-1439,Domestic
1292,05-1439,Agricultural
1293,05-144,Domestic
1294,05-144,Other
1295,05-1440,Domestic
1296,05-1440,StockWatering
1297,05-1440,Agricultural
1298,05-1441,Domestic
1299,05-1441,StockWatering
1300,05-1441,Agricultural
1301,05-1442,Agricultural
1302,05-1442,Domestic
1303,05-1443,Domestic
1304,05-1443,StockWatering
1305,05-1443,Agricultural
1306,05-1444,Other
1307,05-1445,Domestic
1308,05-1445,Agricultural
1309,05-1446,StockWatering
1310,05-1446,Agricultural
1311,05-1446,Domestic
1312,05-1447,Domestic
1313,05-1447,Agricultural
1314,05-1447,StockWatering
1315,05-1448,Agricultural
1316,05-1448,Domestic
1317,05-1448,StockWatering
1318,05-1449,Agricultural
1319,05-1449,StockWatering
1320,05-1449,Domestic
1321,05-145,Domestic
1322,05-145,Other
1323,05-1450,Agricultural
1324,05-1450,Domestic
1325,05-1451,Other
1326,05-1452,Agricultural
1327,05-1452,Domestic
1328,05-1452,StockWatering
1329,05-1453,Domestic
1330,05-1453,StockWatering
1331,05-1453,Agricultural
1332,05-1454,Domestic
1333,05-1454,Agricultural
1334,05-1455,Agricultural
1335,05-1456,Domestic
1336,05-1456,StockWatering
1337,05-1456,Agricultural
1338,05-1457,Agricultural
1339,05-1458,Municipal
1340,05-1459,Other
1341,05-146,Agricultural
1342,05-1460,Other
1343,05-1461,Domestic
1344,05-1461,StockWatering
1345,05-1462,Other
1346,05-1463,StockWatering
1347,05-1464,StockWatering
1348,05-1465,Agricultural
1349,05-1465,Domestic
1350,05-1466,Agricultural
1351,05-1467,StockWatering
1352,05-1467,Domestic
1353,05-1469,Other
1354,05-147,Other
1355,05-147,Domestic
1356,05-1470,Other
1357,05-1470,StockWatering
1358,05-1470,Domestic
1359,05-1471,Agricultural
1360,05-1471,StockWatering
1361,05-1472,Domestic
1362,05-1472,Agricultural
1363,05-1473,Domestic
1364,05-1473,Agricultural
1365,05-1473,StockWatering
1366,05-1474,Domestic
1367,05-1474,Agricultural
1368,05-1475,Agricultural
1369,05-1476,Agricultural
1370,05-1477,Domestic
1371,05-1477,Agricultural
1372,05-1477,StockWatering
1373,05-1478,Agricultural
1374,05-1478,Domestic
1375,05-1478,StockWatering
1376,05-1479,Domestic
1377,05-1479,StockWatering
1378,05-1479,Agricultural
1379,05-148,Agricultural
1380,05-148,Other
1381,05-148,Domestic
1382,05-1480,StockWatering
1383,05-1480,Agricultural
1384,05-1480,Domestic
1385,05-1481,Other
1386,05-1482,Domestic
1387,05-1483,Other
1388,05-1484,Other
1389,05-1485,Domestic
1390,05-1485,StockWatering
1391,05-1485,Agricultural
1392,05-1486,Domestic
1393,05-1486,Agricultural
1394,05-1487,Domestic
1395,05-1488,Agricultural
1396,05-1488,Domestic
1397,05-1489,Agricultural
1398,05-1489,Domestic
1399,05-149,Other
1400,05-149,Domestic
1401,05-1490,Agricultural
1402,05-1490,StockWatering
1403,05-1490,Domestic
1404,05-1491,Agricultural
1405,05-1492,Other
1406,05-1493,Other
1407,05-1494,Other
1408,05-1495,Other
1409,05-1496,Other
1410,05-1497,Other
1411,05-1498,Other
1412,05-1499,Other
1413,05-150,Agricultural
1414,05-1500,Other
1415,05-1501,Other
1416,05-1502,Other
1417,05-1503,Other
1418,05-1504,Other
1419,05-1505,Other
1420,05-1506,Other
1421,05-1507,Other
1422,05-1508,Agricultural
1423,05-1508,Domestic
1424,05-1509,Domestic
1425,05-1509,Agricultural
1426,05-151,Agricultural
1427,05-1510,StockWatering
1428,05-1510,Domestic
1429,05-1510,Agricultural
1430,05-1511,Agricultural
1431,05-1512,Domestic
1432,05-1512,Agricultural
1433,05-1513,Domestic
1434,05-1513,StockWatering
1435,05-1513,Agricultural
1436,05-1514,Agricultural
1437,05-1515,Agricultural
1438,05-1515,Domestic
1439,05-1516,Agricultural
1440,05-1516,Domestic
1441,05-1517,Agricultural
1442,05-1518,Domestic
1443,05-1519,Agricultural
1444,05-152,Agricultural
1445,05-1520,Agricultural
1446,05-1520,Domestic
1447,05-1521,Domestic
1448,05-1522,Agricultural
1449,05-1522,Domestic
1450,05-1522,StockWatering
1451,05-1523,Municipal
1452,05-1523,Other
1453,05-1524,Other
1454,05-1525,StockWatering
1455,05-1525,Agricultural
1456,05-1525,Domestic
1457,05-1526,Agricultural
1458,05-1526,StockWatering
1459,05-1526,Domestic
1460,05-1527,Agricultural
1461,05-1528,Agricultural
1462,05-1529,Agricultural
1463,05-1529,StockWatering
1464,05-153,Domestic
1465,05-153,Agricultural
1466,05-1530,Agricultural
1467,05-1530,Domestic
1468,05-1531,Domestic
1469,05-1531,Agricultural
1470,05-1532,Domestic
1471,05-1532,Agricultural
1472,05-1533,Domestic
1473,05-1533,Agricultural
1474,05-1534,Agricultural
1475,05-1534,Domestic
1476,05-1535,Domestic
1477,05-1535,Agricultural
1478,05-1536,StockWatering
1479,05-1536,Agricultural
1480,05-1536,Domestic
1481,05-1537,StockWatering
1482,05-1537,Agricultural
1483,05-1538,Domestic
1484,05-1538,Agricultural
1485,05-1539,StockWatering
1486,05-154,Mining
1487,05-1540,Agricultural
1488,05-1541,Domestic
1489,05-1541,Agricultural
1490,05-1542,Domestic
1491,05-1542,Agricultural
1492,05-1543,Agricultural
1493,05-1544,Agricultural
1494,05-1545,Agricultural
1495,05-1545,Domestic
1496,05-1545,StockWatering
1497,05-1546,Other
1498,05-1546,Domestic
1499,05-1547,StockWatering
1500,05-1547,Domestic
1501,05-1548,Domestic
1502,05-1548,StockWatering
1503,05-1549,StockWatering
1504,05-155,Other
1505,05-155,Domestic
1506,05-1550,StockWatering
1507,05-1550,Domestic
1508,05-1551,StockWatering
1509,05-1551,Domestic
1510,05-1552,Domestic
1511,05-1552,Agricultural
1512,05-1552,StockWatering
1513,05-1553,StockWatering
1514,05-1553,Agricultural
1515,05-1553,Domestic
1516,05-1554,Agricultural
1517,05-1554,Domestic
1518,05-1554,StockWatering
1519,05-1555,StockWatering
1520,05-1555,Agricultural
1521,05-1556,Other
1522,05-1556,Agricultural
1523,05-1557,Domestic
1524,05-1557,Agricultural
1525,05-1558,StockWatering
1526,05-1559,StockWatering
1527,05-1559,Agricultural
1528,05-156,Agricultural
1529,05-1560,Domestic
1530,05-1560,StockWatering
1531,05-1560,Agricultural
1532,05-1561,Agricultural
1533,05-1562,Domestic
1534,05-1562,Agricultural
1535,05-1562,StockWatering
1536,05-1563,Domestic
1537,05-1563,Agricultural
1538,05-1563,StockWatering
1539,05-1564,Agricultural
1540,05-1565,StockWatering
1541,05-1565,Domestic
1542,05-1565,Agricultural
1543,05-1566,StockWatering
1544,05-1566,Agricultural
1545,05-1566,Domestic
1546,05-1567,Domestic
1547,05-1567,StockWatering
1548,05-1567,Agricultural
1549,05-1568,StockWatering
1550,05-1568,Agricultural
1551,05-1568,Domestic
1552,05-1569,Domestic
1553,05-1569,StockWatering
1554,05-1569,Agricultural
1555,05-157,Agricultural
1556,05-1570,StockWatering
1557,05-1570,Domestic
1558,05-1570,Agricultural
1559,05-1571,StockWatering
1560,05-1571,Domestic
1561,05-1572,Agricultural
1562,05-1572,StockWatering
1563,05-1573,Agricultural
1564,05-1573,Domestic
1565,05-1574,Agricultural
1566,05-1574,Domestic
1567,05-1575,Other
1568,05-1575,Domestic
1569,05-1576,Domestic
1570,05-1576,Agricultural
1571,05-1576,StockWatering
1572,05-1577,Agricultural
1573,05-1578,Agricultural
1574,05-1578,Domestic
1575,05-1579,Agricultural
1576,05-1579,Domestic
1577,05-158,Agricultural
1578,05-1580,StockWatering
1579,05-1580,Domestic
1580,05-1581,StockWatering
1581,05-1582,StockWatering
1582,05-1582,Agricultural
1583,05-1582,Domestic
1584,05-1583,Other
1585,05-1583,Domestic
1586,05-1584,Agricultural
1587,05-1584,Domestic
1588,05-1585,Domestic
1589,05-1585,Agricultural
1590,05-1586,Domestic
1591,05-1586,Agricultural
1592,05-1586,StockWatering
1593,05-1587,Agricultural
1594,05-1587,Domestic
1595,05-1588,Domestic
1596,05-1589,Agricultural
1597,05-1589,StockWatering
1598,05-1589,Domestic
1599,05-159,Other
1600,05-159,Domestic
1601,05-1590,StockWatering
1602,05-1590,Agricultural
1603,05-1590,Domestic
1604,05-1591,Agricultural
1605,05-1592,Agricultural
1606,05-1593,Domestic
1607,05-1594,Domestic
1608,05-1595,Domestic
1609,05-1596,Domestic
1610,05-1597,Agricultural
1611,05-1598,Agricultural
1612,05-1599,Agricultural
1613,05-160,Domestic
1614,05-160,Other
1615,05-1600,Agricultural
1616,05-1601,Agricultural
1617,05-1602,Agricultural
1618,05-1602,Domestic
1619,05-1603,Agricultural
1620,05-1604,Domestic
1621,05-1604,Agricultural
1622,05-1605,Agricultural
1623,05-1605,Domestic
1624,05-1606,Domestic
1625,05-1606,Agricultural
1626,05-1607,Agricultural
1627,05-1608,StockWatering
1628,05-1608,Domestic
1629,05-1608,Agricultural
1630,05-1609,Agricultural
1631,05-1609,Domestic
1632,05-161,Agricultural
1633,05-161,Domestic
1634,05-1610,Domestic
1635,05-1610,Agricultural
1636,05-1610,Other
1637,05-1611,Domestic
1638,05-1612,Agricultural
1639,05-1612,Other
1640,05-1613,Domestic
1641,05-1613,StockWatering
1642,05-1613,Agricultural
1643,05-1614,StockWatering
1644,05-1614,Agricultural
1645,05-1614,Domestic
1646,05-1615,Agricultural
1647,05-1615,Domestic
1648,05-1616,Agricultural
1649,05-1616,StockWatering
1650,05-1617,Agricultural
1651,05-1617,Domestic
1652,05-1617,StockWatering
1653,05-1618,Domestic
1654,05-1618,Agricultural
1655,05-1619,Domestic
1656,05-1619,Mining
1657,05-162,Agricultural
1658,05-1620,Domestic
1659,05-1620,Mining
1660,05-1621,Domestic
1661,05-1622,Domestic
1662,05-1622,StockWatering
1663,05-1622,Agricultural
1664,05-1623,Agricultural
1665,05-1624,Domestic
1666,05-1624,Agricultural
1667,05-1624,StockWatering
1668,05-1625,Domestic
1669,05-1626,StockWatering
1670,05-1626,Agricultural
1671,05-1626,Domestic
1672,05-1627,Agricultural
1673,05-1628,Domestic
1674,05-1628,Agricultural
1675,05-1628,StockWatering
1676,05-1629,Domestic
1677,05-163,Other
1678,05-163,Domestic
1679,05-1630,StockWatering
1680,05-1630,Agricultural
1681,05-1631,Agricultural
1682,05-1632,Agricultural
1683,05-1632,Domestic
1684,05-1633,Domestic
1685,05-1633,StockWatering
1686,05-1633,Agricultural
1687,05-1634,Domestic
1688,05-1634,StockWatering
1689,05-1634,Agricultural
1690,05-1635,Agricultural
1691,05-1635,Domestic
1692,05-1635,StockWatering
1693,05-1636,Domestic
1694,05-1636,StockWatering
1695,05-1636,Agricultural
1696,05-1637,Domestic
1697,05-1637,Agricultural
1698,05-1638,Agricultural
1699,05-1639,StockWatering
1700,05-1639,Other
1701,05-164,Domestic
1702,05-1640,StockWatering
1703,05-1640,Agricultural
1704,05-1640,Domestic
1705,05-1641,Domestic
1706,05-1641,Agricultural
1707,05-1641,StockWatering
1708,05-1642,StockWatering
1709,05-1642,Agricultural
1710,05-1642,Domestic
1711,05-1643,Agricultural
1712,05-1643,Domestic
1713,05-1644,Agricultural
1714,05-1644,StockWatering
1715,05-1645,StockWatering
1716,05-1645,Domestic
1717,05-1645,Agricultural
1718,05-1646,StockWatering
1719,05-1646,Agricultural
1720,05-1646,Domestic
1721,05-1647,StockWatering
1722,05-1647,Other
1723,05-1648,Other
1724,05-1648,StockWatering
1725,05-1649,Domestic
1726,05-1649,Agricultural
1727,05-1649,StockWatering
1728,05-165,Agricultural
1729,05-1650,Domestic
1730,05-1650,Agricultural
1731,05-1651,Agricultural
1732,05-1651,Other
1733,05-1652,Domestic
1734,05-1652,Agricultural
1735,05-1652,StockWatering
1736,05-1653,Other
1737,05-1653,StockWatering
1738,05-1654,StockWatering
1739,05-1655,StockWatering
1740,05-1656,StockWatering
1741,05-1657,StockWatering
1742,05-1657,Agricultural
1743,05-1657,Domestic
1744,05-1658,Domestic
1745,05-1658,Agricultural
1746,05-1658,StockWatering
1747,05-1659,Domestic
1748,05-1659,StockWatering
1749,05-1659,Agricultural
1750,05-166,Agricultural
1751,05-1660,Domestic
1752,05-1660,Agricultural
1753,05-1661,Agricultural
1754,05-1661,Domestic
1755,05-1661,StockWatering
1756,05-1662,Domestic
1757,05-1662,Agricultural
1758,05-1663,Agricultural
1759,05-1663,StockWatering
1760,05-1663,Domestic
1761,05-1664,StockWatering
1762,05-1664,Agricultural
1763,05-1664,Domestic
1764,05-1665,Domestic
1765,05-1665,Agricultural
1766,05-1665,StockWatering
1767,05-1668,StockWatering
1768,05-1669,Domestic
1769,05-167,Agricultural
1770,05-1670,Agricultural
1771,05-1670,Domestic
1772,05-1671,Domestic
1773,05-1671,Agricultural
1774,05-1672,Agricultural
1775,05-1673,StockWatering
1776,05-1674,Other
1777,05-1675,Agricultural
1778,05-1675,Domestic
1779,05-1676,Domestic
1780,05-1676,Agricultural
1781,05-1677,Agricultural
1782,05-1677,Domestic
1783,05-1678,Agricultural
1784,05-1678,Domestic
1785,05-1678,StockWatering
1786,05-1679,Agricultural
1787,05-1679,StockWatering
1788,05-168,Domestic
1789,05-168,Other
1790,05-1680,Agricultural
1791,05-1680,StockWatering
1792,05-1680,Domestic
1793,05-1681,Agricultural
1794,05-1681,Domestic
1795,05-1682,Domestic
1796,05-1682,StockWatering
1797,05-1682,Agricultural
1798,05-1683,Domestic
1799,05-1683,Agricultural
1800,05-1683,StockWatering
1801,05-1684,Agricultural
1802,05-1685,Agricultural
1803,05-1686,Domestic
1804,05-1686,Agricultural
1805,05-1686,StockWatering
1806,05-1687,Agricultural
1807,05-1687,Domestic
1808,05-1688,Domestic
1809,05-1688,Agricultural
1810,05-1689,Domestic
1811,05-1689,Agricultural
1812,05-169,Municipal
1813,05-1690,StockWatering
1814,05-1691,StockWatering
1815,05-1692,StockWatering
1816,05-1692,Agricultural
1817,05-1692,Domestic
1818,05-1693,Agricultural
1819,05-1693,Domestic
1820,05-1694,Domestic
1821,05-1694,Mining
1822,05-1695,Agricultural
1823,05-1695,Domestic
1824,05-1696,Agricultural
1825,05-1696,Domestic
1826,05-1697,Agricultural
1827,05-1697,Domestic
1828,05-1697,StockWatering
1829,05-1698,Agricultural
1830,05-1699,Domestic
1831,05-1699,Agricultural
1832,05-170,Agricultural
1833,05-170,Other
1834,05-170,Domestic
1835,05-1700,Domestic
1836,05-1700,Agricultural
1837,05-1700,StockWatering
1838,05-1701,Domestic
1839,05-1701,Agricultural
1840,05-1702,Agricultural
1841,05-1703,Domestic
1842,05-1704,Agricultural
1843,05-1704,Domestic
1844,05-1705,StockWatering
1845,05-1705,Agricultural
1846,05-1705,Domestic
1847,05-1706,Agricultural
1848,05-1706,StockWatering
1849,05-1706,Domestic
1850,05-1707,Domestic
1851,05-1708,Agricultural
1852,05-1709,Agricultural
1853,05-171,Agricultural
1854,05-1710,StockWatering
1855,05-1711,Domestic
1856,05-1711,Agricultural
1857,05-1711,StockWatering
1858,05-1712,Domestic
1859,05-1712,StockWatering
1860,05-1713,StockWatering
1861,05-1715,Agricultural
1862,05-1715,Domestic
1863,05-1715,StockWatering
1864,05-1716,StockWatering
1865,05-1716,Agricultural
1866,05-1716,Domestic
1867,05-1717,StockWatering
1868,05-1717,Domestic
1869,05-1717,Agricultural
1870,05-1718,Agricultural
1871,05-1718,Domestic
1872,05-1719,Agricultural
1873,05-172,Domestic
1874,05-172,Agricultural
1875,05-1720,Domestic
1876,05-1720,Agricultural
1877,05-1721,Mining
1878,05-1722,Agricultural
1879,05-1723,Agricultural
1880,05-1723,Domestic
1881,05-1724,Agricultural
1882,05-1725,Agricultural
1883,05-1726,StockWatering
1884,05-1726,Domestic
1885,05-1726,Agricultural
1886,05-1727,Domestic
1887,05-1727,Agricultural
1888,05-1727,StockWatering
1889,05-1728,StockWatering
1890,05-1728,Domestic
1891,05-1728,Agricultural
1892,05-1729,Domestic
1893,05-1729,StockWatering
1894,05-1729,Agricultural
1895,05-173,Agricultural
1896,05-1730,Agricultural
1897,05-1730,Domestic
1898,05-1730,StockWatering
1899,05-1731,StockWatering
1900,05-1731,Agricultural
1901,05-1731,Domestic
1902,05-1732,Agricultural
1903,05-1733,Agricultural
1904,05-1734,Agricultural
1905,05-1734,StockWatering
1906,05-1734,Domestic
1907,05-1735,Domestic
1908,05-1735,Agricultural
1909,05-1735,StockWatering
1910,05-1736,Agricultural
1911,05-1737,Other
1912,05-1738,Agricultural
1913,05-1738,Domestic
1914,05-1739,Domestic
1915,05-1739,StockWatering
1916,05-1739,Agricultural
1917,05-174,Agricultural
1918,05-1740,StockWatering
1919,05-1740,Agricultural
1920,05-1740,Domestic
1921,05-1741,Agricultural
1922,05-1741,Domestic
1923,05-1741,StockWatering
1924,05-1742,Agricultural
1925,05-1743,Agricultural
1926,05-1744,Agricultural
1927,05-1745,Agricultural
1928,05-1745,Domestic
1929,05-1746,Domestic
1930,05-1747,Agricultural
1931,05-1747,StockWatering
1932,05-1747,Domestic
1933,05-1748,Agricultural
